Period,Start Date,End Date,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Win Rate (%),Omega Ratio,VaR 95%,CVaR 95%,Total Return,Num Trades
31,2023-01-27,2023-02-03,0.03439721730097755,0.031086584726201634,0.15239762892368644,13.329213769037839,57.14285714285714,1.077730600292826,-696.73,-696.73,212.36000000000013,14
32,2023-02-03,2023-02-10,3.140911686795156,0,0,0,100,0,216.28,216.28,2358.1800000000003,6
33,2023-02-10,2023-02-17,-0.17724186631531788,-0.15409658287301717,-0.6207016412920513,51.03897863336086,40,0.6191560109739901,-2848.75,-2848.75,-3928.5199999999995,20
34,2023-02-17,2023-02-24,0.3664551422036771,0.3976557078330924,2.070197280214519,12.724990555575866,70,2.4760870752758652,-809.09,-809.09,4323.400000000001,20
35,2023-02-24,2023-03-03,-0.3691340104694268,-0.23491456335436797,-0.7919608421818221,96.06697388632874,57.14285714285714,0.32400978940915703,-4202.29,-4202.29,-8667.56,14
36,2023-03-03,2023-03-10,0.21076354566260094,0.1672302125264928,0.6938579246134076,20.20552715341797,66.66666666666666,1.6938579246134078,-1148.81,-1148.81,1630.5800000000002,12
37,2023-03-10,2023-03-17,-0.1872715418466667,-0.13761221359115014,-0.5254115717991072,184.90929697955426,56.86274509803921,0.6001730688526793,-2337.55,-3233.716666666667,-12137.890000000003,51
38,2023-03-17,2023-03-24,-0.023417243197164758,-0.019813291455985746,-0.08861177769879881,44.19484795636294,58.333333333333336,0.9310787162686989,-2631.65,-2631.65,-603.3699999999989,24
39,2023-03-24,2023-03-31,0.5334438028384132,0.7887900441150394,4.323039873186198,7.7255503194643635,64.70588235294117,3.868821119708694,-656.08,-656.08,5672.52,17
40,2023-03-31,2023-04-07,0.6976685099086621,1.0144979708702708,4.392577319587629,4.937538764182209,66.66666666666666,4.649098766733425,-315.25,-315.25,2769.5200000000004,12
41,2023-04-07,2023-04-14,-0.8198439708978513,-0.5601417368062527,-0.8650155379783516,36.233799999999995,25,0.13498446202164832,-1090.7,-1090.7,-3134.2799999999993,8
42,2023-04-14,2023-04-21,0.5445156999388052,0.6511142656895798,2.755485256869262,12.346996943897558,71.42857142857143,3.755485256869261,-785.84,-785.84,5156.5599999999995,14
43,2023-04-21,2023-04-28,-0.5116847188149692,-0.3467013391353929,-0.8253993373064493,122.59059999999997,44.44444444444444,0.1997244525431986,-3248.95,-3248.95,-10118.619999999999,18
44,2023-04-28,2023-05-05,0.23735995370044646,0.12643849206349206,0.7586309523809524,24.183680813800052,83.33333333333334,1.7586309523809525,-1612.8,-1612.8,2447.04,12
45,2023-05-05,2023-05-12,-0.4222554688544661,-0.3691689466139116,-0.7223757071268821,15.980680908157863,20,0.2776242928731178,-637.37,-637.37,-1208,10
46,2023-05-12,2023-05-19,-0.06209125635254662,-0.0439474801556227,-0.1553933578767782,13.777143129808092,60,0.8467746015684291,-779.57,-779.57,-242.27999999999997,10
47,2023-05-19,2023-05-26,2.106348623884183,0,0,0,100,0,119.34,119.34,1473.54,6
48,2023-05-26,2023-06-02,-1.2885877940219188,-0.6869622405140796,-1,34.507400000000004,25,0.053897108013555156,-801.69,-801.69,-3450.7400000000002,8
49,2023-06-02,2023-06-09,0.36746037613000015,0.2659849781767146,1.329924890883573,11.060315814073293,80,2.329924890883573,-648.39,-648.39,1724.62,10
50,2023-06-09,2023-06-16,-0.7088195283750021,-0.41480069521973,-0.82960139043946,29.922010086113467,50,0.17039860956053993,-1576.48,-1576.48,-2615.7,4
51,2023-06-16,2023-06-23,-0.3234057241187798,-0.22555096989428314,-0.7894663496293973,41.87626745254804,50,0.356087407470554,-1901.77,-1901.77,-3625.6400000000003,16
52,2023-06-23,2023-06-30,0.05838722957600761,0.030771910724006556,0.15385955362003279,17.86506189072067,80,1.1538595536200327,-918.5,-918.5,282.6400000000002,10
53,2023-06-30,2023-07-07,0.0749241968057488,0.1012542976448631,0.2559447711582716,10.81522039710193,40,1.242983281245259,-541.31,-541.31,320.32000000000005,10
54,2023-07-07,2023-07-14,5.1714508124939185,0,0,0,100,0,428.7,428.7,2125.88,4
55,2023-07-14,2023-07-21,-0.21300891231994568,-0.13596544674167652,-0.4078963402250296,29.542800000000003,66.66666666666666,0.5921036597749705,-1477.14,-1477.14,-1205.0400000000004,6
56,2023-07-21,2023-07-28,0,0,0,0,100,0,434.85,434.85,869.7,2
57,2023-07-28,2023-08-04,0.41001869904387434,1.277645675507943,2.098765841682701,5.079515944476184,33.33333333333333,3.098765841682701,-217.99,-217.99,1265.2199999999998,6
58,2023-08-04,2023-08-11,0,0,0,0,100,0,9.72,9.72,19.44,2
59,2023-08-11,2023-08-18,0.34528263295528316,0.47310983258476247,3.428360883259069,17.93148667942081,62.5,2.7411662782273196,-3511.19,-3511.19,15957.579999999998,16
60,2023-08-18,2023-08-25,1.491485530944506,0,0,0,100,0,55.95,55.95,1816.2,6
61,2023-08-25,2023-09-01,-0.06998676834421519,-0.05881861966761613,-0.16644601039219878,26.25672117115181,50,0.838616396474737,-1404.9,-1404.9,-467.6800000000002,8
62,2023-09-01,2023-09-08,6.665042352094714,0,0,0,100,0,866.1,866.1,4075.9399999999996,4
63,2023-09-08,2023-09-15,-0.2025327314387512,-0.2122149851466056,-0.3475197039889295,26.593599999999995,33.33333333333333,0.6524802960110704,-956.05,-956.05,-924.1799999999995,6
64,2023-09-15,2023-09-22,-0.7330613509605454,-0.4229863821925564,-0.8459727643851128,6.643123390390147,50,0.1540272356148872,-335.59,-335.59,-567.8,4
65,2023-09-22,2023-09-29,0,-1,-1,5.426,0,0,-271.3,-271.3,-542.6,2
66,2023-09-29,2023-10-06,-0.016360776268527315,-0.022330833576827167,-0.05699646924526799,7.201700770661707,33.33333333333333,0.9658517964786156,-376.69,-376.69,-42.94,6
67,2023-10-06,2023-10-13,2.5049665102536496,0,0,0,100,0,243.91,243.91,2293.2000000000003,6
68,2023-10-13,2023-10-20,0.2351133440549766,0.37638998620585784,0.9036993839578552,64.26693921560573,42.857142857142854,1.8953081983740254,-4703.06,-4703.06,13853.819999999996,14
69,2023-10-20,2023-10-27,0.49239760506847036,1.2812685795074303,7.159170502344135,11.276058239246852,58.333333333333336,4.919270989280796,-2563.35,-2563.35,41886.659999999996,24
70,2023-10-27,2023-11-03,0.9076634210256568,1.9722180298368839,9.86109014918442,2.571666141694669,80,10.861090149184419,-172.27,-172.27,3397.54,10
71,2023-11-03,2023-11-10,1.432004682415279,0,0,0,100,0,76.65,76.65,4756.62,10
72,2023-11-10,2023-11-17,0.9302341193077335,3.0805176110755537,18.573110624315404,2.1760244057939975,71.42857142857143,11.954295865633073,-182.6,-182.6,6782.899999999999,14
73,2023-11-17,2023-11-24,-0.19573432354452389,-0.21064649029292448,-0.4971621970856609,20.1212,33.33333333333333,0.6441377985528591,-773.62,-773.62,-1000.3499999999999,9
74,2023-11-24,2023-12-01,1.4023008599623006,0,0,0,100,0,105.09,105.09,2755.5499999999997,7
75,2023-12-01,2023-12-08,0.8034660534163305,0.7469325566971391,4.481595340182835,5.566421641841453,83.33333333333334,5.481595340182834,-370.83,-370.83,3323.8200000000006,12
76,2023-12-08,2023-12-15,0.551790525505828,1.451765166872945,16.48635366211283,3.7596108809771467,58.333333333333336,6.707676042038632,-988.91,-988.91,16303.519999999999,24
77,2023-12-15,2023-12-22,-0.5204705646556556,-0.37804858000725555,-0.9811439954571763,54.767700000000005,33.33333333333333,0.0853710430191351,-2340.36,-2340.36,-5373.5,12
78,2023-12-22,2023-12-29,3.0362080118634522,0,0,0,100,0,251.24,251.24,3961.62,8
79,2023-12-29,2024-01-05,0.16268917934824922,0.1272109117689349,0.8059964613364072,41.4669221479066,72.72727272727273,1.576467805205185,-2479.9,-2479.9,5020.019999999999,22
80,2024-01-05,2024-01-12,0.43886187218457434,1.0620920800913658,6.437572294186587,9.458027075099531,61.53846153846154,4.034563942571568,-865.15,-865.15,16807.599999999995,26
81,2024-01-12,2024-01-19,0.034758186545216375,0.026949698382750135,0.10171269371741495,77.13710145622032,62.5,1.100110060156812,-3323.57,-3323.57,851.3799999999989,16
82,2024-01-19,2024-01-26,0.1663941687199547,0.17560008042729833,0.5195443749851065,10.567699152186686,54.54545454545454,1.5195443749851065,-687.37,-687.37,654.07,11
83,2024-01-26,2024-02-02,0.10286838816188577,0.12257967719235305,0.41998448661101945,8.28066266775443,44.44444444444444,1.3243042704785404,-687.37,-687.37,362.7700000000002,9
84,2024-02-02,2024-02-09,-0.043732395986739565,-0.043250876661361876,-0.09371756616502347,6.166400000000001,42.857142857142854,0.9062824338349765,-266.72,-266.72,-57.79000000000008,7
85,2024-02-09,2024-02-16,-0.2606769817532125,-0.19164262014736855,-0.6442431314458202,28.07811946679119,53.84615384615385,0.5377281865903245,-1010.96,-1010.96,-1844.0300000000007,13
86,2024-02-16,2024-02-23,0.4558783276390553,0.33620823620823626,1.6810411810411814,9.14825163700122,80,2.6810411810411807,-540.54,-540.54,1817.3400000000001,10
87,2024-02-23,2024-03-01,0.07678753745779392,0.10106035000469027,0.3261867282571588,60.97789638406079,50,1.2204230149882322,-1824.19,-1824.19,2847.1600000000008,24
88,2024-03-01,2024-03-08,0.38154066222954036,0.26463469037970316,1.9278647546000915,29.838448658581036,75,2.4959329297927813,-2992.77,-2992.77,13542.98,32
89,2024-03-08,2024-03-15,0.014657485077842114,0.010211625221914196,0.06311022947380439,54.3400108809261,66.66666666666666,1.0420762976514106,-3967.99,-3967.99,607.6599999999992,30
90,2024-03-15,2024-03-22,-0.015406051918240692,-0.012072440298202848,-0.0535741772081051,54.91512204118213,57.89473684210527,0.9567783204379036,-3217.27,-3217.27,-612.5800000000039,38
91,2024-03-22,2024-03-29,-0.20586584754642875,-0.2380687713112187,-0.4078023910553234,49.584799999999994,33.33333333333333,0.6191193755462465,-932.94,-932.94,-2022.0799999999997,12
92,2024-03-29,2024-04-05,0.9206010863837358,3.2029111621008144,15.85393368648224,2.476189088153207,71.42857142857143,16.751949317738795,-203.88,-203.88,6464.600000000001,14
93,2024-04-05,2024-04-12,0.261446906961882,0.3504590148625451,1.6806612005663673,9.754162598283571,57.14285714285714,1.8748564474383367,-568.28,-568.28,2041.6000000000004,14
94,2024-04-12,2024-04-19,0.15357078482972666,0.09549831023074916,0.9225917671567476,56.238861495706246,77.27272727272727,1.5663638359399046,-2380.89,-4045.6766666666663,10783.760000000002,44
95,2024-04-19,2024-04-26,1.0891699794295246,0,0,0,100,0,13.96,13.96,6360.26,12
96,2024-04-26,2024-05-03,-0.3771905420963843,-0.28723578270100963,-0.9112772580199056,45.555400000000006,44.44444444444444,0.4001826315120271,-1222.94,-1222.94,-4151.3600000000015,18
97,2024-05-03,2024-05-10,0.09931647457938227,0.10210923704552366,0.36421005183682664,14.721951866926208,50,1.270417507228053,-798.66,-798.66,581.7599999999999,12
98,2024-05-10,2024-05-17,0.19875926496044588,0.21119913084178152,1.0949606850666924,10.363290863624067,66.66666666666666,1.6432104421651035,-628.26,-628.26,1375.8400000000004,12
99,2024-05-17,2024-05-24,0.6483847898360913,0.9280474417397475,3.9506870375708654,7.3748465788138455,66.66666666666666,4.650236158954508,-520.35,-520.35,4111.48,12
100,2024-05-24,2024-05-31,3.6354172287232442,0,0,0,100,0,158.57,158.57,1440.8799999999999,6
101,2024-05-31,2024-06-07,-1.397833801908778,-0.8133074528414972,-1,16.5896,0,0,-475.74,-475.74,-1658.9600000000003,6
102,2024-06-07,2024-06-14,0.1282306776997278,0.10961171035564768,0.36609766958586926,12.327290759014915,60,1.366097669585869,-635.27,-635.27,493.2800000000002,10
103,2024-06-14,2024-06-21,0.12147726116593759,0.13827446438911414,0.2765489287782283,1.689747819569765,50,1.2765489287782283,-86.35,-86.35,47.76000000000002,4
104,2024-06-21,2024-06-28,0.2095962387630119,0.25952385200155764,0.7370596537719272,11.188006657954823,50,1.6757466923706659,-694.34,-694.34,1023.5400000000001,8
105,2024-06-28,2024-07-05,0.2453298548668,0.32101519520920263,1.1894490762193104,21.14983877528163,50,1.7832235212068934,-1042.25,-1042.25,3414.04,16
106,2024-07-05,2024-07-12,0.21584628343296863,0.10983133931136084,1.0119744991067026,28.097944505829485,84.61538461538461,1.9471459247669989,-2087.77,-2087.77,4225.540000000001,26
107,2024-07-12,2024-07-19,0.8915301437427503,1.2857688037774373,8.389669503265393,3.0186447461960757,77.77777777777779,7.840890753590448,-202.12,-202.12,3391.4400000000005,18
108,2024-07-19,2024-07-26,1.6490328320057803,0,0,0,100,0,52.55,52.55,4136.88,12
109,2024-07-26,2024-08-02,-0.24699867598819278,-0.20150312705444381,-0.547021211119596,16.255328925062482,50,0.5665986382271669,-465.78,-465.78,-959.88,16
110,2024-08-02,2024-08-09,-0.07137481749510498,-0.061558893237880455,-0.4197177670392221,69.15367169380981,56.00000000000001,0.8363905968651882,-2156.7,-2604.62,-4530.4,50
111,2024-08-09,2024-08-16,-0.42107573046988384,-0.36928201992736515,-1,30.580999999999996,33.33333333333333,0.3688418688934662,-977.75,-977.75,-3058.0999999999995,12
112,2024-08-16,2024-08-23,-0.23173892483517988,-0.1942753772693572,-0.543977999464752,36.19090559925188,42.857142857142854,0.5079797001769557,-1664.88,-1664.88,-2357.84,14
113,2024-08-23,2024-08-30,0.8390747744115777,2.0910018816142304,8.680516828339156,3.5314660098303556,75,9.680516828339162,-162.67,-162.67,4420.64,16
114,2024-08-30,2024-09-06,0.6215332501173627,0.9217317872177593,3.36358487118582,8.000420997852622,71.42857142857143,4.363584871185822,-354.4,-354.4,3681.7799999999997,14
115,2024-09-06,2024-09-13,-0.29289528316547025,-0.21025495072231098,-0.5128060921056034,26.885889826457994,57.14285714285714,0.48719390789439665,-737.38,-737.38,-1586.54,14
116,2024-09-13,2024-09-20,0.3149250741014156,0.34476855461403166,1.9392173531508798,11.370201939101792,62.5,1.9781384862233045,-729.32,-729.32,2828.6199999999994,16
117,2024-09-20,2024-09-27,0,0,0,0,100,0,427.51,427.51,855.02,2
118,2024-09-27,2024-10-04,0.45496711929248645,0.8372506959326953,3.638373703207646,6.67162420449692,57.14285714285714,3.012632795037296,-355.83,-355.83,3205.48,14
119,2024-10-04,2024-10-11,-0.20293337392438227,-0.17433464985419583,-0.6604222728213622,16.827312889561448,50,0.6255477022586197,-750.38,-750.38,-1148.5800000000004,12
120,2024-10-11,2024-10-18,0.4109149619611081,0.29176060935799775,1.7505636561479865,16.385059963257532,83.33333333333334,2.7505636561479867,-1148.75,-1148.75,4021.919999999999,12
121,2024-10-18,2024-10-25,0.8460424441597505,5.4952966714905935,10.990593342981192,0.5184359889110215,50,11.990593342981187,-27.64,-27.64,607.5600000000001,4
122,2024-10-25,2024-11-01,0.9683130143803181,6.803490627020039,47.62443438914016,0.7959266043652413,85.71428571428571,48.62443438914027,-64.09,-64.09,6104.5,14
123,2024-11-01,2024-11-08,0.37342858994345635,0.5595997864622136,2.2778506594809254,8.975176972071107,62.5,2.7964961829926467,-462.58,-462.58,2569.78,16
124,2024-11-08,2024-11-15,-0.15932133696228926,-0.10136814811746102,-0.5736193076172058,80.16074653923036,64.28571428571429,0.6316160114165678,-3657.3,-3657.3,-5534.52,28
125,2024-11-15,2024-11-22,0.28889145104936303,0.2751101158223378,1.173236501259413,11.67378886548821,66.66666666666666,2.064748201438849,-782.11,-782.11,1835.1999999999994,12
126,2024-11-22,2024-11-29,0.22059000367164244,0.4533714535448712,0.6801259346713893,12.137066214916665,33.33333333333333,1.6801259346713893,-386.57,-386.57,1036.92,6
127,2024-11-29,2024-12-06,-0.4724619802884029,-0.40794894653897706,-0.8248325859412399,122.93389316138081,22.22222222222222,0.2637838569880823,-3472.7,-3472.7,-10872.439999999999,18
128,2024-12-06,2024-12-13,0.2453583078489127,0.23956453506740255,1.3730112961769396,17.345281664450376,75,2.1808347385680027,-1473.95,-1473.95,4047.5,16
129,2024-12-13,2024-12-20,0.5932071369189259,0.6240470429623979,3.857615118665546,9.306860122118968,72.72727272727273,3.901865091700341,-675.96,-675.96,5601.179999999999,22
130,2024-12-20,2024-12-27,-0.25909391573601875,-0.20597250099730346,-0.740107632410513,35.59806812248534,42.857142857142854,0.4626686867975054,-1854.46,-1854.46,-2745,14
131,2024-12-27,2025-01-03,0.6937089061672914,2.4523584004154975,11.843313373253498,1.3473718181451444,66.66666666666666,8.67159595959596,-80.16,-80.16,1898.72,12
132,2025-01-03,2025-01-10,0.07209905858381221,0.09246971439274572,0.18960607913354888,11.048449511413223,42.857142857142854,1.1896060791335492,-290.89,-290.89,217.0800000000001,14
133,2025-01-10,2025-01-17,0.5155541988368048,1.1453094637315464,6.871856782389274,5.634424258468738,83.33333333333334,7.871856782389279,-459.72,-459.72,6318.259999999998,12
134,2025-01-17,2025-01-24,0.005454732911218511,0.0033114433394421717,0.02157195625922719,68.29173814398759,73.33333333333333,1.0156733735015882,-3990.92,-3990.92,218.30000000000064,30
135,2025-01-24,2025-01-31,-0.6174639855709063,-0.441005655551593,-0.9267410139455707,45.821000000000005,33.33333333333333,0.19425522467923298,-1310.83,-1310.83,-4246.42,12
136,2025-01-31,2025-02-07,-0.08499986013352796,-0.06530895836703315,-0.2828656134508387,44.586250434169955,60,0.7975574245679122,-1953.7,-1953.7,-1532.3000000000002,20
137,2025-02-07,2025-02-14,-0.006001133448346752,-0.007719051389171069,-0.027117240035084353,7.843062317987604,40,0.9862677359654535,-400.06,-400.06,-22.260000000000048,10
138,2025-02-14,2025-02-21,-0.19501769285208773,-0.16319230587009045,-0.3263846117401809,4.2214,50,0.673615388259819,-211.07,-211.07,-137.77999999999997,4
139,2025-02-21,2025-02-28,0.28108057951008786,0.34619114966587294,1.4005887432294528,18.432666290460276,60,1.9564091705842304,-825.17,-825.17,3568.42,20
140,2025-02-28,2025-03-07,-0.16190324981570522,-0.12675016431025724,-0.8633962605276242,60.85536570248692,52.38095238095239,0.6376062084683469,-1532.74,-2119.24,-5730.62,42
141,2025-03-07,2025-03-14,0.3162798055627773,0.30700696794297144,1.7152843018099393,19.067464865833145,68.75,2.1600840653505906,-781.47,-781.47,5221.839999999998,32
142,2025-03-14,2025-03-21,0.06726460964802719,0.0527092486266725,0.27125803776773005,10.996378525776123,62.5,1.166997360867639,-575.02,-575.02,346.76000000000005,16
143,2025-03-21,2025-03-28,1.2342999957952931,0,0,0,100,0,57.17,57.17,1815.44,6
144,2025-03-28,2025-04-04,0.5736198728674508,3.799174081677551,21.404265818620466,2.0483596163846305,66.66666666666666,12.42337517923507,-182.38,-182.38,7807.420000000001,12
145,2025-04-04,2025-04-11,-0.1360936921829334,-0.0843722845598708,-0.5079297639990705,50.19167364999608,68.75,0.6923534686229648,-1749.5,-1749.5,-3060.4799999999996,32
146,2025-04-11,2025-04-18,0,-1,-1,1.8269999999999997,0,0,-91.35,-91.35,-182.7,2
147,2025-04-18,2025-04-25,0.21293364089916264,0.2393647845420292,0.8103341296187138,21.329477665026683,60,1.8103341296187136,-1233.28,-1233.28,2089.56,10
148,2025-04-25,2025-05-02,0,0,0,0,100,0,318.07,318.07,636.14,2
149,2025-05-02,2025-05-09,0.12797168115593685,0.1073391086890024,0.46425137662791716,8.737222737703853,66.66666666666666,1.339582833852793,-417.55,-417.55,424.92,12
150,2025-05-09,2025-05-16,-0.44056065977271835,-0.38558124246293174,-0.7180108328364143,16.099200000000003,20,0.28198916716358574,-576.72,-576.72,-1155.9400000000003,10
151,2025-05-16,2025-05-23,-0.19535010857350102,-0.22482763092473104,-0.3986473775302881,18.85195174586962,20,0.6013526224697118,-724.55,-724.55,-847.6199999999997,10
152,2025-05-23,2025-05-30,0.358342922899885,0.558464849354376,1.1169296987087522,0.2771641770271855,50,2.116929698708752,-13.94,-13.94,31.140000000000008,4
153,2025-05-30,2025-06-06,0.26230229478018846,0.16988004112875593,0.8494002056437796,8.147266993562607,80,1.8494002056437795,-437.65,-437.65,743.4800000000002,10
154,2025-06-06,2025-06-13,-0.8380311923774063,-0.5564159361591813,-0.9815734085222985,44.95037447240646,25,0.018426591477701443,-1631.56,-1631.56,-4449.0599999999995,8
155,2025-06-13,2025-06-20,-2.083626141953619,-0.9015467801442532,-1,2.965,0,0,-109.7,-109.7,-296.5,4
156,2025-06-20,2025-06-27,-0.45594237447241415,-0.3040025258756868,-0.8902069802430764,31.19619572250562,50,0.2979800692352386,-1615.13,-1615.13,-2875.6000000000004,8
